#De	beta	re
<<<<<<< HEAD
6.500000	2.000000	1.444444	5435.444719
6.500000	2.000000	1.555556	4611.183095
6.500000	2.000000	1.666667	3906.610413
6.500000	2.000000	1.777778	3304.942971
6.500000	2.222222	1.444444	5162.001765
6.500000	2.222222	1.555556	4099.431363
6.500000	2.222222	1.666667	3245.543737
6.500000	2.222222	1.777778	2582.159874
6.500000	2.444444	1.444444	4727.637914
6.500000	2.444444	1.555556	3462.500220
6.500000	2.444444	1.666667	2537.749152
6.500000	2.444444	1.777778	1836.514657
6.500000	2.444444	1.888889	1337.353095
6.500000	2.666667	1.444444	4116.161759
6.500000	2.666667	1.555556	2722.131326
6.500000	2.666667	1.666667	1771.985919
6.500000	2.666667	1.777778	1131.603959
6.500000	2.666667	1.888889	689.832856
6.500000	2.888889	1.444444	3394.574637
6.500000	2.888889	1.555556	1952.243412
6.500000	2.888889	1.666667	1083.992053
6.500000	2.888889	1.777778	527.599307
6.500000	2.888889	1.888889	206.746454
6.500000	3.111111	1.444444	2567.080888
6.500000	3.111111	1.555556	1216.250331
6.500000	3.111111	1.666667	477.665124
6.500000	3.111111	1.777778	117.459306
6.500000	3.111111	1.888889	6.909599
6.500000	3.333333	1.333333	4108.929837
6.500000	3.333333	1.444444	1726.594270
6.500000	3.333333	1.555556	604.808327
6.500000	3.333333	1.666667	100.379786
6.500000	3.333333	1.777778	13.218379
6.500000	3.333333	1.888889	153.823547
6.500000	3.555556	1.333333	3073.590751
6.500000	3.555556	1.444444	985.392709
6.500000	3.555556	1.555556	150.175108
6.500000	3.555556	1.666667	22.006123
6.500000	3.555556	1.777778	301.058153
6.500000	3.555556	1.888889	808.559793
6.500000	3.777778	1.333333	2087.992339
6.500000	3.777778	1.444444	403.415761
6.500000	3.777778	1.555556	19.628672
6.500000	3.777778	1.666667	352.587180
6.500000	3.777778	1.777778	1126.985252
6.500000	3.777778	1.888889	2008.250075
6.500000	4.000000	1.333333	1196.383285
6.500000	4.000000	1.444444	58.122521
6.500000	4.000000	1.555556	302.098393
6.500000	4.000000	1.666667	1185.937261
6.500000	4.000000	1.777778	2486.440531
6.500000	4.000000	1.888889	4084.995074
6.555556	2.000000	1.444444	5390.712442
6.555556	2.000000	1.555556	4563.680947
6.555556	2.000000	1.666667	3854.819915
6.555556	2.000000	1.777778	3258.010280
6.555556	2.222222	1.444444	5092.944580
6.555556	2.222222	1.555556	4030.253906
6.555556	2.222222	1.666667	3194.153397
6.555556	2.222222	1.777778	2522.105651
6.555556	2.444444	1.444444	4637.117072
6.555556	2.444444	1.555556	3388.544805
6.555556	2.444444	1.666667	2472.600927
6.555556	2.444444	1.777778	1790.962632
6.555556	2.444444	1.888889	1290.752539
6.555556	2.666667	1.444444	4026.617867
6.555556	2.666667	1.555556	2653.735320
6.555556	2.666667	1.666667	1724.209430
6.555556	2.666667	1.777778	1083.709261
6.555556	2.666667	1.888889	645.946620
6.555556	2.888889	1.444444	3271.762493
6.555556	2.888889	1.555556	1870.973423
6.555556	2.888889	1.666667	1004.869081
6.555556	2.888889	1.777778	485.175262
6.555556	2.888889	1.888889	192.871842
6.555556	3.111111	1.333333	4856.108479
6.555556	3.111111	1.444444	2447.931616
6.555556	3.111111	1.555556	1163.329590
6.555556	3.111111	1.666667	434.803394
6.555556	3.111111	1.777778	106.766660
6.555556	3.111111	1.888889	3.299379
6.555556	3.333333	1.333333	3903.334261
6.555556	3.333333	1.444444	1630.453128
6.555556	3.333333	1.555556	526.548605
6.555556	3.333333	1.666667	77.257825
6.555556	3.333333	1.777778	16.723449
6.555556	3.333333	1.888889	198.328543
6.555556	3.555556	1.333333	2889.943678
6.555556	3.555556	1.444444	889.174070
6.555556	3.555556	1.555556	121.286777
6.555556	3.555556	1.666667	35.188699
6.555556	3.555556	1.777778	326.817622
6.555556	3.555556	1.888889	857.357908
6.555556	3.777778	1.333333	1923.621238
6.555556	3.777778	1.444444	326.863886
6.555556	3.777778	1.555556	26.605076
6.555556	3.777778	1.666667	429.316310
6.555556	3.777778	1.777778	1186.385186
6.555556	3.777778	1.888889	2238.496585
6.555556	4.000000	1.333333	1029.868518
6.555556	4.000000	1.444444	42.954474
6.555556	4.000000	1.555556	374.362212
6.555556	4.000000	1.666667	1355.365634
6.555556	4.000000	1.777778	2763.468200
6.555556	4.000000	1.888889	4233.393894
6.611111	2.000000	1.444444	5336.525096
6.611111	2.000000	1.555556	4514.940976
6.611111	2.000000	1.666667	3802.131812
6.611111	2.000000	1.777778	3210.600620
6.611111	2.222222	1.444444	5031.365122
6.611111	2.222222	1.555556	3975.576150
6.611111	2.222222	1.666667	3142.175308
6.611111	2.222222	1.777778	2482.964905
6.611111	2.444444	1.444444	4558.614885
6.611111	2.444444	1.555556	3313.258348
6.611111	2.444444	1.666667	2406.973984
6.611111	2.444444	1.777778	1720.395886
6.611111	2.444444	1.888889	1244.449210
6.611111	2.666667	1.444444	3934.402928
6.611111	2.666667	1.555556	2584.656492
6.611111	2.666667	1.666667	1648.272949
6.611111	2.666667	1.777778	1036.258912
6.611111	2.666667	1.888889	602.987830
6.611111	2.888889	1.333333	5514.277455
6.611111	2.888889	1.444444	3175.425918
6.611111	2.888889	1.555556	1821.348479
